user,sentiment,subjectivity,tweets
alamogordonews,-0.10000000000000001,0.20624999999999999,"[u'Saluting the military children http://t.co/ZnEbobmzHv', u'Lesser prairie chicken declared threatened under the Endangered Species Act http://t.co/hOfmyfYTPU', u'County may owe back taxes on bonds http://t.co/W5lQT4xhxD', u'SANE serves over 85,000 people in Otero and Lincoln Counties. Imagine the impact if every person in our region... http://t.co/P2FY1hcrym']"
abqjournal,-0.026388888888888896,0.15347222222222223,"[u'Eden says tear gas near Central and Girard was sparked by a fight among protesters. #APDProtest #abq', u'""We didn\'t go looking for them. They came looking for us,"" Eden said. Via @PerezNicoleM. #APDProtest', u'Eden says police still investigating the ak-47 incident, via @PerezNicoleM. #APDProtest', u'Eden shows video of man with ak-47, said it sparked teargas at 5th &amp; Fruit. Man was talked down by protesters, via @PerezNicoleM #APDProtest']"
iQLocal,0.27338474025974024,0.50940746753246757,"[u'Protests downtown are getting pretty serious. Hoping it stays peaceful. Stand strong. Be safe.', u'Stop what you are doing and go see this band.... Like, right now at Launchpad. Plus, Middle Class Rut? Y a la!... http://t.co/Mi20cJ2lv2', u'Most of our readers already know that Local iQ photographer Wes Naman is an ambitious creative. But this project... http://t.co/a4NjT3rZoz', u'Congrats chocolate and coffee lovers of New Mexico. You done good. http://t.co/Y6vRHUggle']"
ABQBizFirst,-0.074999999999999983,0.25,"[u'RT @_IanAnderson: Mayor Berry: We\u2019re working to \u2018de-escalate\u2019 anger at APD (Video) http://t.co/Qq0zLsrhBL via @ABQBizFirst #APDProtest #Alb\u2026', u'Mentoring Monday: Q&amp;A with mentor Dr. Gayle Dine\u2019Chacon http://t.co/NpuZkgiEWB via @ABQBizFirst\u201d', u'Mike Daly no longer president of Mesa del Sol-Joins @RoseCompaniesNY as COO http://t.co/p9wLCbo9US via @DamonScott6 #CRENews @MesaDelSolNM\u201d', u'RT @_IanAnderson: Startup alt paper ABQ Free Press buys ABQ Arts &amp; Entertainment in cash deal http://t.co/nDQFWyIR2r via @ABQBizFirst @jour\u2026']"
weeklyalibi,0.18333333333333332,0.24374999999999999,"[u'The more things change, the more they stay the same. An exhibit at the Albuquerque Museum of Art and History... http://t.co/5wMrXKw9Dx', u""Change is in the air, wouldn't you say? Tomorrow at the Albuquerque Center for Peace and Justice, University... http://t.co/TDR0t39D0E"", u'How about that #apdprotest? http://t.co/T9oH5DwT6O', u'#APD used teargas but no bullets today against protesters \n(many in #anonymous masks) marching against police... http://t.co/Y95zqdGGK8']"
artesianews,0.19318181818181818,0.35227272727272729,"[u'New library receives fanfare opening http://t.co/glEFeq4Qsv', u'Moreno joins New Horizons Wellness staff http://t.co/PcDxae2rU9', u'Sepulveda retires after more than 20 years in law enforcement http://t.co/hj8xFlly6q', u'Miss Artesia pageant coming soon http://t.co/23ntdAQuw5']"
vcnewsbulletin,0.07487373737373737,0.29633838383838385,"[u'I posted 10 photos on Facebook in the album """" http://t.co/nD2BxRyoKB', u'With tax day fast approaching, the IRS sent out the following alert:\n\nIRS Warns of New Email Phishing Scheme... http://t.co/oJsgYrSZ4L', u""Residents of Meadow Lake are concerned the county has plans to shut down the community's senior/community center.... http://t.co/f3WEv7ybuT"", u'U.S. Congressman Steve Pearce asked for and accepted the resignation of his new and controversial press... http://t.co/mciHzP3S80']"
CCurrentArgus,0.14048295454545456,0.36723484848484844,"[u'WIPP crews will re-enter underground tomorrow; entry is first since February radiation leaks. http://t.co/58XkgDzoXx', u""Be careful! Carlsbad's snakes are enjoying the warm weather, too. One handler says they're out earlier this year. http://t.co/Gfo4nhBTer"", u'Public meeting organized by Carlsbad man aims to help patients retrieve state-seized mental health records. http://t.co/uaSztEtnWX', u'Old stagecoach hits the streets as it heads to new gallery space at Carlsbad Museum: http://t.co/nPP32r5gyD']"
cnj,0.040000000000000001,0.22309523809523807,"[u'Correction on that last tweet. Clovis senior Kamal Cass will be among 10 prep athletes honored by the NM High School Hall of Fame.', u'RT @enmu: Classes at ENMU-Portales on Monday and Tuesday are cancelled.  Employees report at noon on Monday.  Physical... http://t.co/6ItCJ\u2026']"
demingheadlight,0.049166666666666678,0.18833333333333332,"[u'Luna County Manager Kelly Kuenstler is retiring this summer. She came aboard in summer of 2011 to replace John Sutherlland.', u'Deming Lady Cats lead Santa Teresa Desert Warriors 10-7 at half of Dist. 3-4A semi-final basketball game.', u'Centennial Hawks extract 60-40 win at Deming High. Wildcats will enter Dist. 3-4A tournament hosting Chaparral at 7 pm on Tuesday.', u""Deming Wildcat Wrestlers are in championship hunt at state tourney in Rio Rancho. Cats send six to Saturday's semi-finals.""]"
